mensaje,spam,label,mensaje_limpio
⚠️ tu contraseña ha sido comprometida. cambia ahora!,1,spam,contraseña sido comprometida cambia ahora
notificación: tu paquete se entregó la semana pasada. id: #7890,0,ham,notificación paquete entregó semana pasada id 7890
"¡oferta final: si no actúas en 5 min, perderás la promoción!",1,spam,oferta final si actúas min perderás promoción
¿tal vez te interesa un tour gratuito por la ciudad? ¿querés reservar?,0,ham,tal vez interesa tour gratuito ciudad querés reservar
¡guárdalo para ti: 2000 créditos por verificar tu perfil!,1,spam,guárdalo 2000 créditos verificar perfil
invitation: asiste a mi evento virtual sobre blockchain este viernes,0,ham,invitation asiste evento virtual blockchain viernes
⚠️ alerta: hay un virus en tu correo. elimínalo ya.,1,spam,alerta virus correo elimínalo
¿te gustaría vivir en una ciudad más barata? sugerencias personalizadas,0,ham,gustaría vivir ciudad barata sugerencias personalizadas
¡oferta exclusiva! compra ahora y duplica tu dinero en 24 horas. 🚀💰,1,spam,oferta exclusiva compra ahora duplica dinero 24 horas
haz clic aquí para recibir una beca del 100% y estudiar gratis en harvard.,1,spam,haz clic aquí recibir beca 100 estudiar gratis harvard
este producto revolucionario curará tu diabetes sin receta. ¡ordena ya!,1,spam,producto revolucionario curará diabetes receta ordena
publicidad comercial no solicitada: descubre la mejor forma de invertir tu dinero con garantía del 200%.,1,spam,publicidad comercial solicitada descubre mejor forma invertir dinero garantía 200
envío de malware adjunto: documento.pdf.exe. ejecuta para ver tu saldo bancario.,1,spam,envío malware adjunto documentopdfexe ejecuta ver saldo bancario
🙏 participa en nuestro esquema piramidal y gana dinero fácil sin esfuerzo. ¡regístrate ahora!,1,spam,participa esquema piramidal gana dinero fácil esfuerzo regístrate ahora
oferta limitada: compra un iphone nuevo por solo $1. ¡solo por tiempo limitado!,1,spam,oferta limitada compra iphone nuevo solo solo tiempo limitado
visita este sitio web para descargar el nuevo juego viral con recompensas diarias. ¡haz clic aquí!,1,spam,visita sitio web descargar nuevo juego viral recompensas diarias haz clic aquí
¡urgente! tu cuenta bancaria está comprometida. verifica tu información aquí: http://malicious-site.com,1,spam,urgente cuenta bancaria comprometida verifica información aquí httpmalicioussitecom
conoce el secreto para ganar dinero rápido con crypto sin riesgos. ¡invierte ahora!,1,spam,conoce secreto ganar dinero rápido crypto riesgos invierte ahora
descarga el ebook gratuito que te hará millonario en una semana. haz clic y sorpréndete.,1,spam,descarga ebook gratuito hará millonario semana haz clic sorpréndete
¡oferta! consigue el nuevo suplemento milagroso para perder peso sin dietas. solo $19.99.,1,spam,oferta consigue nuevo suplemento milagroso perder peso dietas solo 1999
promoción exclusiva: compra 2 y lleva 1 gratis en productos de belleza. ¡solo por hoy!,1,spam,promoción exclusiva compra lleva gratis productos belleza solo hoy
"hola, quería agradecerte por tu ayuda ayer.",0,ham,hola quería agradecerte ayuda ayer
¿te gustaría recomendarme algún buen restaurante en la ciudad?,0,ham,gustaría recomendarme algún buen restaurante ciudad
"me encanta leer novelas de ciencia ficción, ¿tienes alguna recomendación?",0,ham,encanta leer novelas ciencia ficción alguna recomendación
la reunión está programada para las 10:00 en la sala de conferencias.,0,ham,reunión programada 1000 sala conferencias
me gustaría comprar algunos libros en la librería de la esquina.,0,ham,gustaría comprar libros librería esquina
¿has visto el partido de fútbol de anoche? fue emocionante.,0,ham,visto partido fútbol anoche emocionante
"necesito hacer una llamada importante, ¿puedes ayudarme a redactar el mensaje?",0,ham,necesito hacer llamada importante puedes ayudarme redactar mensaje
"gracias por compartir tu receta de pastel de chocolate, quedó delicioso.",0,ham,gracias compartir receta pastel chocolate quedó delicioso
el clima hoy está despejado y perfecto para salir a pasear.,0,ham,clima hoy despejado perfecto salir pasear
¡oferta limitada! compra ahora y gana un 100% de devolución!,1,spam,oferta limitada compra ahora gana 100 devolución
"únete a nuestro esquema de enriquecimiento rápido, sin esfuerzo.",1,spam,únete esquema enriquecimiento rápido esfuerzo
"haz clic aquí para ganar dinero fácil, asegúrate de visitar www.ganarpaso.com",1,spam,haz clic aquí ganar dinero fácil asegúrate visitar wwwganarpasocom
phishing de cuenta bancaria: verifica tu información personal ahora.,1,spam,phishing cuenta bancaria verifica información personal ahora
descarga malware gratis en este enlace secreto.,1,spam,descarga malware gratis enlace secreto
publicidad comercial no solicitada: compra productos milagrosos aquí.,1,spam,publicidad comercial solicitada compra productos milagrosos aquí
conseguirás riqueza al instante. ¡visita nuestro sitio ahora!!!,1,spam,conseguirás riqueza instante visita sitio ahora
"red social para adultos, acceso exclusivo a contenido explícito.",1,spam,red social adultos acceso exclusivo contenido explícito
"oferta de farmacia sin receta, compra levitra sin receta.",1,spam,oferta farmacia receta compra levitra receta
¡cuidado! tu cuenta está suspendida. verifica inmediatamente en https://...,1,spam,cuidado cuenta suspendida verifica inmediatamente https
esquema piramidal para invertir y obtener retornos diarios.,1,spam,esquema piramidal invertir obtener retornos diarios
"promoción de venta de medicamentos sin receta, entrega rápida.",1,spam,promoción venta medicamentos receta entrega rápida
anoche vi la película 'parásitos' y me encantó su dirección.,0,ham,anoche vi película parásitos encantó dirección
hoy el clima en madrid está despejado con temperaturas de 22 grados.,0,ham,hoy clima madrid despejado temperaturas 22 grados
me gustaría preguntar sobre la política de devoluciones de la tienda online.,0,ham,gustaría preguntar política devoluciones tienda online
el nuevo libro de poesía de la autora ana pérez será presentado el mes que viene.,0,ham,nuevo libro poesía autora ana pérez presentado mes viene
tengo que enviar un informe de avanzar en el proyecto para el 5 de noviembre.,0,ham,enviar informe avanzar proyecto noviembre
¿podrías recomendarme algún buen restaurante vegano en barcelona?,0,ham,podrías recomendarme algún buen restaurante vegano barcelona
los mejores estudiantes recibirán becas de excelencia académica.,0,ham,mejores estudiantes recibirán becas excelencia académica
en la reunión de hoy tratamos temas de sostenibilidad y energía renovable.,0,ham,reunión hoy tratamos temas sostenibilidad energía renovable
mi abuela siempre dice que la clave del éxito es la constancia.,0,ham,abuela siempre dice clave éxito constancia
he programado una actualización del software para la próxima semana.,0,ham,programado actualización software próxima semana
el festival de música electrónica se celebrará durante el fin de semana.,0,ham,festival música electrónica celebrará fin semana
la ciencia ficción ha influido en muchas tecnologías actuales.,0,ham,ciencia ficción influido muchas tecnologías actuales
"descubre el secreto para hacerse rico en una semana, sin hacer nada.",1,spam,descubre secreto hacerse rico semana hacer
phishing alert: tu cuenta bancaria ha sido comprometida. haz clic aquí para verificar.,1,spam,phishing alert cuenta bancaria sido comprometida haz clic aquí verificar
"compra viagra online sin receta, envío gratis.",1,spam,compra viagra online receta envío gratis
¡únete a nuestro esquema piramidal y gana dinero rápidamente!,1,spam,únete esquema piramidal gana dinero rápidamente
"mensaje fraudulento: has ganado un iphone, solo paga el envío.",1,spam,mensaje fraudulento ganado iphone solo paga envío
"oferta exclusiva: suscripción gratuita a nuestro periódico premium, solo ingresa tus datos.",1,spam,oferta exclusiva suscripción gratuita periódico premium solo ingresa datos
"software malicioso gratuito, descarga ahora y mejora tu pc.",1,spam,software malicioso gratuito descarga ahora mejora pc
¡oferta de trabajo desde casa! gana $5000 al mes sin esfuerzo.,1,spam,oferta trabajo casa gana 5000 mes esfuerzo
"contenido para adultos exclusivo, acceso inmediato con un clic.",1,spam,contenido adultos exclusivo acceso inmediato clic
reclama tu premio ahora!!! enmayus lots!!!,1,spam,reclama premio ahora enmayus lots
"descarga el nuevo juego de casino online, apuesta y gana dinero real.",1,spam,descarga nuevo juego casino online apuesta gana dinero real
"hola, estoy planeando mi fin de semana y quería sugerir una caminata en el parque.",0,ham,hola planeando fin semana quería sugerir caminata parque
la reunión de fin de mes será el próximo martes a las 10:00.,0,ham,reunión fin mes próximo martes 1000
recetario de cocina: cómo preparar una tortilla de patatas paso a paso.,0,ham,recetario cocina cómo preparar tortilla patatas paso paso
tengo que terminar mi informe antes del final del trimestre.,0,ham,terminar informe final trimestre
el clima mañana será soleado con temperaturas de 22 grados.,0,ham,clima mañana soleado temperaturas 22 grados
estoy leyendo un libro interesante sobre historia del arte.,0,ham,leyendo libro interesante historia arte
¿podrías recomendarme algún buen restaurante de comida vegana?,0,ham,podrías recomendarme algún buen restaurante comida vegana
"feliz cumpleaños a mi colega juan, espero que tenga un gran día.",0,ham,feliz cumpleaños colega juan espero gran día
la empresa lanzó un nuevo producto que mejoró la eficiencia energética.,0,ham,empresa lanzó nuevo producto mejoró eficiencia energética
¿has visto el partido de fútbol el domingo pasado?,0,ham,visto partido fútbol domingo pasado
mi perro se llama max y le gusta correr en el parque.,0,ham,perro llama max gusta correr parque
la conferencia sobre sostenibilidad se llevará a cabo en octubre.,0,ham,conferencia sostenibilidad llevará cabo octubre
solo quería recordarte que mañana hay una reunión a las 10 en la oficina.,0,ham,solo quería recordarte mañana reunión 10 oficina
"te envío el informe que solicitaste, revisa los anexos y dime si necesitas algo más.",0,ham,envío informe solicitaste revisa anexos dime si necesitas
"hoy vamos a cenar pizza con amigos, ¿te apuntas?",0,ham,hoy vamos cenar pizza amigos apuntas
¿podrías confirmar la hora del vuelo de las 14:00 para el documento de viaje?,0,ham,podrías confirmar hora vuelo 1400 documento viaje
"recuerda cerrar la ventana antes de salir, por favor.",0,ham,recuerda cerrar ventana salir favor
¡buenas noticias! nuestra empresa ha sido reconocida por su innovación en sostenibilidad.,0,ham,buenas noticias empresa sido reconocida innovación sostenibilidad
"la biblioteca abrirá sus puertas a las 9:00, gracias por tu paciencia.",0,ham,biblioteca abrirá puertas 900 gracias paciencia
quería compartir contigo una receta fácil de gazpacho para el verano.,0,ham,quería compartir contigo receta fácil gazpacho verano
¿te gustaría probar la nueva colección de libros que llegaron a la librería?,0,ham,gustaría probar nueva colección libros llegaron librería
he enviado el archivo adjunto con los resultados del análisis. quedo a tu disposición para cualquier duda.,0,ham,enviado archivo adjunto resultados análisis quedo disposición cualquier duda
"el clima pronostica lluvia para esta tarde, lleva un paraguas.",0,ham,clima pronostica lluvia tarde lleva paraguas
¿quieres que te reserve una mesa para el próximo concierto?,0,ham,quieres reserve mesa próximo concierto
¡oferta exclusiva! compra ahora y recibe el doble de puntos en tu tarjeta de fidelidad. haz clic aquí para más detalles.,1,spam,oferta exclusiva compra ahora recibe doble puntos tarjeta fidelidad haz clic aquí detalles
urgent: tu cuenta ha sido bloqueada poractivity sospechosa. haz clic en el enlace para verificar tu identidad.,1,spam,urgent cuenta sido bloqueada poractivity sospechosa haz clic enlace verificar identidad
descarga gratuita del nuevo juego de aventuras que todos están jugando. instálalo antes de que se agote.,1,spam,descarga gratuita nuevo juego aventuras jugando instálalo agote
¡promoción limitada! consigue un descuento del 70% solo por hoy. usa el código spam2025 al pagar.,1,spam,promoción limitada consigue descuento 70 solo hoy usa código spam2025 pagar
"hola, ¿puedes enviarme tu número de cuenta para transferir el dinero? gracias.",1,spam,hola puedes enviarme número cuenta transferir dinero gracias
¡invita a tus amigos a nuestra plataforma y gana recompensas instantáneas. regístrate ahora!,1,spam,invita amigos plataforma gana recompensas instantáneas regístrate ahora
oferta de enriquecimiento rápido: duplica tu dinero en 24 horas sin esfuerzo. ¡haz clic aquí!,1,spam,oferta enriquecimiento rápido duplica dinero 24 horas esfuerzo haz clic aquí
¡alerta de phishing! no compartas tu contraseña. este mensaje es una simulación de estafa.,1,spam,alerta phishing compartas contraseña mensaje simulación estafa
descarga el archivo adjunto que contiene un virus que afectará tu computadora.,1,spam,descarga archivo adjunto contiene virus afectará computadora
"¡los ofertas increíbles no paran aqui, compra ya! 🚀💥💰",1,spam,ofertas increíbles paran aqui compra
¿quieres aprender el secreto para ganar dinero fácil? descubre nuestro método exclusivo ahora mismo.,1,spam,quieres aprender secreto ganar dinero fácil descubre método exclusivo ahora mismo
"claro, aquí tienes la información que solicitaste. por favor, revisa los datos adjuntos y confirma su recepción.",0,ham,claro aquí información solicitaste favor revisa datos adjuntos confirma recepción
¡oferta exclusiva! compra 3 unidades y obtén 5 gratis. 🎉🔥💸,1,spam,oferta exclusiva compra unidades obtén gratis
haz clic aquí para activar tu bono de $1000: enlace.secreto.com,1,spam,haz clic aquí activar bono 1000 enlacesecretocom
invierte en este proyecto y multiplica tu dinero en 24h. ¡no te lo pierdas!,1,spam,invierte proyecto multiplica dinero 24h pierdas
descarga este update crítico para tu antivirus: archivo.xyz.exe,1,spam,descarga update crítico antivirus archivoxyzexe
"vídeos de 18+ gratis, sin registrarse: enlace.sexy.com",1,spam,vídeos 18 gratis registrarse enlacesexycom
¡tu premio es global! responde a este posteo para recibir unamount en bitcoins!,1,spam,premio global responde posteo recibir unamount bitcoins
¡urgente! verifica tu cuenta en banca.online.clicaquí,1,spam,urgente verifica cuenta bancaonlineclicaquí
esquema piramidal: regístrate ahora y multiplica tu inversión a 100x,1,spam,esquema piramidal regístrate ahora multiplica inversión 100x
¡no te quedes viendo en casa! reserva un viaje con un 70% de descuento: enlace.excursiones.com,1,spam,quedes viendo casa reserva viaje 70 descuento enlaceexcursionescom
este medicamento curará tu afección en 2 días. ¡ resultatantes garantizados!,1,spam,medicamento curará afección días resultatantes garantizados
¡gracias por suscribirte! recibe todos nuestros láminas publicitarias: enlace.laminas.com,1,spam,gracias suscribirte recibe láminas publicitarias enlacelaminascom
haz clic aquí y recibe un cupón de $500 por hora trabajada: enlace.gana.com,1,spam,haz clic aquí recibe cupón 500 hora trabajada enlaceganacom
¡alerta! tu cuenta está comprometida. haz clic en este enlace para recuperarla: enlace.recupera.com,1,spam,alerta cuenta comprometida haz clic enlace recuperarla enlacerecuperacom
¡oferta 100x! invierte en cripto y obtén ganancias diarias: enlace.crypto.com,1,spam,oferta 100x invierte cripto obtén ganancias diarias enlacecryptocom
sorteo para un coche! solo responde a este mensaje para participar,1,spam,sorteo coche solo responde mensaje participar
descarga nuestro app para recibir로지 gratis: enlace.app.com,1,spam,descarga app recibir gratis enlaceappcom
este curso te enseñará a ganar $10000 en 1 semana: enlace.formacion.com,1,spam,curso enseñará ganar 10000 semana enlaceformacioncom
¡felicidades! has ganado un premio de $1m. responde a este enlace para reclamarlo: enlace.premio.com,1,spam,felicidades ganado premio 1m responde enlace reclamarlo enlacepremiocom
¡oferta bomba! 50% de descuento en toda la tienda: enlace.venta.com,1,spam,oferta bomba 50 descuento toda tienda enlaceventacom
haz clic aquí para validar tu número de seguridad social: enlace.validar.com,1,spam,haz clic aquí validar número seguridad social enlacevalidarcom
¡es hora de regalar! envía regalo a tus contactos y ambos reciben un descuento: enlace.regalo.com,1,spam,hora regalar envía regalo contactos ambos reciben descuento enlaceregalocom
este enlace te dará acceso a todas nuestras descargas exclusivas: enlace.descargas.com,1,spam,enlace dará acceso todas descargas exclusivas enlacedescargascom
¡no te pierdas nuestra reunión vip! entrada reservada para los primeros 100: enlace.vip.com,1,spam,pierdas reunión vip entrada reservada primeros 100 enlacevipcom
haz clic aquí para activar tu descuento personalizado: enlace.descuento.com,1,spam,haz clic aquí activar descuento personalizado enlacedescuentocom
¡oferta especial para hoy solo! compra 1 gets 2 gratis: enlace.oferta.com,1,spam,oferta especial hoy solo compra gets gratis enlaceofertacom
"¡oferta limitada! compra ahora y recibe un 90% de descuento en electrónicos, solo por tiempo limitado.",1,spam,oferta limitada compra ahora recibe 90 descuento electrónicos solo tiempo limitado
"descubre el secreto para invertir y multiplicar tu dinero en menos de una semana, sin riesgo.",1,spam,descubre secreto invertir multiplicar dinero menos semana riesgo
"haga clic aquí para reclamar su regalo exclusivo y ganar un iphone gratis, pero actúe rápido antes de que se agote.",1,spam,haga clic aquí reclamar regalo exclusivo ganar iphone gratis actúe rápido agote
únete a nuestro programa de referidos y gane dinero fácil invitando a amigos a nuestra plataforma secreta de criptomonedas.,1,spam,únete programa referidos gane dinero fácil invitando amigos plataforma secreta criptomonedas
"oferta especial: suscripciones mensuales a contenido premium por solo 1 euro, ¡no dejes pasar esta oportunidad!",1,spam,oferta especial suscripciones mensuales contenido premium solo euro dejes pasar oportunidad
¡alerta de phishing! tu cuenta ha sido comprometida. haga clic en el enlace para verificar su identidad y evitar la suspensión.,1,spam,alerta phishing cuenta sido comprometida haga clic enlace verificar identidad evitar suspensión
"descarga ahora la aplicación que te promete ganar $10,000 al día sin esfuerzo, ¡garantizado!",1,spam,descarga ahora aplicación promete ganar 10000 día esfuerzo garantizado
"haga clic aquí para acceder a contenido adulto exclusivo y sin censura, solo para mayores de 18 años.",1,spam,haga clic aquí acceder contenido adulto exclusivo censura solo mayores 18 años
"¡oferta de enriquecimiento rápido! invierte $100 y recibe $1,000 en 24 horas, sin riesgos.",1,spam,oferta enriquecimiento rápido invierte 100 recibe 1000 24 horas riesgos
"únete a nuestro esquema piramidal y multiplica tu capital al instante, plazas limitadas.",1,spam,únete esquema piramidal multiplica capital instante plazas limitadas
"este mensaje contiene una noticia falsa sobre un nuevo tratamiento milagroso para la diabetes, no lo compartas.",1,spam,mensaje contiene noticia falsa nuevo tratamiento milagroso diabetes compartas
"descubre el enlace malicioso que instala malware en tu dispositivo si lo abres, ¡cuidado!",1,spam,descubre enlace malicioso instala malware dispositivo si abres cuidado
"¡oferta exclusiva! solo por hoy, compra dos y lleva la tercera gratis en nuestra tienda online de productos de belleza.",1,spam,oferta exclusiva solo hoy compra dos lleva tercera gratis tienda online productos belleza
"¡alerta! ha ganado un viaje a las playas de las maldivas, haga clic aquí para canjear su premio antes de que expire.",1,spam,alerta ganado viaje playas maldivas haga clic aquí canjear premio expire
haga clic aquí para descargar la versión completa y gratuita de nuestro software de edición de video premium.,1,spam,haga clic aquí descargar versión completa gratuita software edición video premium
convierte tu cuenta de instagram en una fuente de ingresos pasiva con solo publicar estas 5 fotos diarias.,1,spam,convierte cuenta instagram fuente ingresos pasiva solo publicar fotos diarias
te envío un mensaje de amor y te invito a visitar mi sitio web para ver fotos increíbles y poemas románticos.,1,spam,envío mensaje amor invito visitar sitio web ver fotos increíbles poemas románticos
"¡gracias por tu suscripción! aquí tienes el contenido exclusivo que solicitaste, disfruta de artículos premium sin anuncios.",0,ham,gracias suscripción aquí contenido exclusivo solicitaste disfruta artículos premium anuncios
"hola marta, ¿cómo estás? te envío el informe que me pediste, revisa el anexo y dime qué opinas.",0,ham,hola marta cómo envío informe pediste revisa anexo dime opinas
¿te gustaría saber cuál es la mejor receta de paella tradicional? aquí tienes el paso a paso con fotos.,0,ham,gustaría saber cuál mejor receta paella tradicional aquí paso paso fotos
"acabo de terminar de leer el libro 'los pilares de la tierra' y me encantó, ¿has leído alguna vez esta obra?",0,ham,acabo terminar leer libro pilares tierra encantó leído alguna vez obra
"el clima este fin de semana estará parcialmente nublado con temperaturas de 22 grados celsius, perfecto para una caminata.",0,ham,clima fin semana parcialmente nublado temperaturas 22 grados celsius perfecto caminata
"hoy en la oficina celebramos el cumpleaños de juan con pastel y música, fue una jornada muy agradable.",0,ham,hoy oficina celebramos cumpleaños juan pastel música jornada agradable
"estoy organizando una reunión virtual para discutir el proyecto de mejora del flujo de trabajo, ¿te gustaría asistir?",0,ham,organizando reunión virtual discutir proyecto mejora flujo trabajo gustaría asistir
¿podrías recomendarme algún museo de arte contemporáneo en madrid? tengo planeado visitarlo el próximo mes.,0,ham,podrías recomendarme algún museo arte contemporáneo madrid planeado visitarlo próximo mes
¡oferta exclusiva! compralo ahora con 90% de descuento!!!,1,spam,oferta exclusiva compralo ahora 90 descuento
"descubre el método secreto para ganar $10,000 al mes sin esfuerzo.",1,spam,descubre método secreto ganar 10000 mes esfuerzo
"click aquí y gana un iphone gratis, solo por tiempo limitado.",1,spam,click aquí gana iphone gratis solo tiempo limitado
publicidad comercial no solicitada: compra ahora suplementos milagrosos.,1,spam,publicidad comercial solicitada compra ahora suplementos milagrosos
"¡urgente! tu cuenta ha sido comprometida, verifica aquí tu contraseña.",1,spam,urgente cuenta sido comprometida verifica aquí contraseña
"esquema de enriquecimiento rápido: invierte $100 y obtén $10,000 en 24h.",1,spam,esquema enriquecimiento rápido invierte 100 obtén 10000 24h
promoción limitada: compra una suscripción y recibe un regalo inesperado.,1,spam,promoción limitada compra suscripción recibe regalo inesperado
este mensaje contiene un enlace peligroso: malware[.]com/xyz,1,spam,mensaje contiene enlace peligroso malwarecomxyz
"¡mira esto! contenido para adultos nuevo y explícito, solo para mayores de 18.",1,spam,mira contenido adultos nuevo explícito solo mayores 18
uso excesivo de mayúsculas y emojis 🎉🔥💰 compra ya!!!,1,spam,uso excesivo mayúsculas emojis compra
"información engañosa: el producto no hace lo que dice, revisa antes de comprar.",1,spam,información engañosa producto hace dice revisa comprar
intentos de phishing: necesitas confirmar tu cuenta en https://banksecure-login.com,1,spam,intentos phishing necesitas confirmar cuenta httpsbanksecurelogincom
descarga gratuita de software con virus oculto incluido.,1,spam,descarga gratuita software virus oculto incluido
hoy el clima en madrid será parcialmente nublado con temperaturas alrededor de 22 grados.,0,ham,hoy clima madrid parcialmente nublado temperaturas alrededor 22 grados
la jornada de hoy en el noticiero incluye la victoria del equipo local en la liga.,0,ham,jornada hoy noticiero incluye victoria equipo local liga
¿te gustaría saber la receta de una tortilla de patatas tradicional?,0,ham,gustaría saber receta tortilla patatas tradicional
he leído un artículo interesante sobre los beneficios del té verde para la salud.,0,ham,leído artículo interesante beneficios té verde salud
me encanta caminar en el parque los domingos por la mañana.,0,ham,encanta caminar parque domingos mañana
la biblioteca municipal ha abierto una nueva sección de libros de fotografía.,0,ham,biblioteca municipal abierto nueva sección libros fotografía
estoy organizando una reunión con amigos para el próximo fin de semana.,0,ham,organizando reunión amigos próximo fin semana
la universidad anunció una beca para estudiantes de ciencias.,0,ham,universidad anunció beca estudiantes ciencias
recientemente vi un documental sobre la historia del arte contemporáneo.,0,ham,recientemente vi documental historia arte contemporáneo
¿podrías recomendarme un buen libro de misterio?,0,ham,podrías recomendarme buen libro misterio
"hoy probé una nueva receta de gazpacho, quedó delicioso.",0,ham,hoy probé nueva receta gazpacho quedó delicioso
¡oferta sorpresa! compra ahora y recibe un 100% de devolución!,1,spam,oferta sorpresa compra ahora recibe 100 devolución
descubre los secretos para perder peso rápidamente sin esfuerzo.,1,spam,descubre secretos perder peso rápidamente esfuerzo
¡envío limitado! haz clic aquí para obtener una criptomoneda gratis.,1,spam,envío limitado haz clic aquí obtener criptomoneda gratis
publicidad comercial no solicitada: descarga nuestra aplicación ahora.,1,spam,publicidad comercial solicitada descarga aplicación ahora
¡oferta exclusiva! gana dinero fácil con este esquema de inversión.,1,spam,oferta exclusiva gana dinero fácil esquema inversión
"urgente: tu cuenta está en riesgo, verifica tu información ahora.",1,spam,urgente cuenta riesgo verifica información ahora
¡haz clic aquí y accede a contenido para adultos exclusivo sin costo!,1,spam,haz clic aquí accede contenido adultos exclusivo costo
oferta no solicitada de productos milagrosos para aumentar tu pene.,1,spam,oferta solicitada productos milagrosos aumentar pene
¡descarga la aplicación que te hará rico en minutos!,1,spam,descarga aplicación hará rico minutos
¡oferta limitada! compra este suplemento y verás resultados en 24 horas.,1,spam,oferta limitada compra suplemento verás resultados 24 horas
¡promoción especial! consigue un iphone gratis si compartes este mensaje.,1,spam,promoción especial consigue iphone gratis si compartes mensaje
aviso importante: actualiza tu cuenta para evitar suspensión inmediata.,1,spam,aviso importante actualiza cuenta evitar suspensión inmediata
¡participa ahora y gana premios enormes sin esfuerzo!,1,spam,participa ahora gana premios enormes esfuerzo
"hola, ¿cómo estás? me encantaría conversar contigo sobre el fútbol.",0,ham,hola cómo encantaría conversar contigo fútbol
¿has visto la nueva película de ciencia ficción que estreno ayer?,0,ham,visto nueva película ciencia ficción estreno ayer
"buenos días, ¿qué planes tienes para el fin de semana?",0,ham,buenos días planes fin semana
¿podrías recomendarme algún buen restaurante de comida italiana?,0,ham,podrías recomendarme algún buen restaurante comida italiana
acabo de terminar mi trabajo y ahora voy a descansar.,0,ham,acabo terminar trabajo ahora voy descansar
la reunión está programada para las 10:00 en la sala principal.,0,ham,reunión programada 1000 sala principal
¿qué libros me recomendarías para mejorar mi escritura?,0,ham,libros recomendarías mejorar escritura
¿te gustaría ir al concierto de música clásica este sábado?,0,ham,gustaría ir concierto música clásica sábado
hoy compré una camiseta nueva que me queda perfecta.,0,ham,hoy compré camiseta nueva queda perfecta
¡gracias por tu ayuda! fue muy útil para completar el proyecto.,0,ham,gracias ayuda útil completar proyecto
¡oferta exclusiva! ingrésate ahora y gana 500€ sin esfuerzo. enlace: bit.ly/gana500,1,spam,oferta exclusiva ingrésate ahora gana 500 esfuerzo enlace bitlygana500
acudir a nuestro seminario gratuito sobre inversiones. ¡solo 10 plazas! regístrate aquí.,0,ham,acudir seminario gratuito inversiones solo 10 plazas regístrate aquí
¡cuidado! tu cuenta bancaria ha sido hackeada. haz clic aquí para restablecer tu contraseña.,1,spam,cuidado cuenta bancaria sido hackeada haz clic aquí restablecer contraseña
nueva receta de pastel de chocolate. fácil de hacer. ¡compra los ingredientes ahora!,0,ham,nueva receta pastel chocolate fácil hacer compra ingredientes ahora
enriquece rápido: invierte en este esquema y duplica tu dinero en 7 días. ¡50% de comisión!,1,spam,enriquece rápido invierte esquema duplica dinero días 50 comisión
notificación: tu pedido número 12345 está listo para recoger en el almacén.,0,ham,notificación pedido número 12345 listo recoger almacén
¡ inscriptiona ahora al club de vip y recibe un 20% de descuento en tu primera compra!,1,spam,inscriptiona ahora club vip recibe 20 descuento primera compra
¿tienes problemas con tu internet? llama al 0800-no-funer para resolverlo gratis.,0,ham,problemas internet llama 0800nofuner resolverlo gratis
🚨 oferta urgente: entrega tu datos para ganar un iphone 15 gratis. 🚨,1,spam,oferta urgente entrega datos ganar iphone 15 gratis
hoy es día de la nieve. usa la cortina de color azul para tu coche. ¡oferta por tiempo limitado!,0,ham,hoy día nieve usa cortina color azul coche oferta tiempo limitado
estafa de acciones: invierte en este fondo y recibe regalos cada mes. ¡100% garantizado!,1,spam,estafa acciones invierte fondo recibe regalos cada mes 100 garantizado
comentario de anna: ¡me encanta el café de la ma pentagon! excelente servicio.,0,ham,comentario anna encanta café ma pentagon excelente servicio
descarga gratis nuestra app para recibir 100 mb de datos al mes. enlace: app.es/gratis,1,spam,descarga gratis app recibir 100 mb datos mes enlace appesgratis
¡felicidades! ganaste un viaje a patagonia. reserva tu plaza aquí.,1,spam,felicidades ganaste viaje patagonia reserva plaza aquí
recordatorio: el taller de jardinería en el parque comienza mañana a las 10 am.,0,ham,recordatorio taller jardinería parque comienza mañana 10 am
advertencia: un virus called 'cryptolocker' está circulando. no hagas clic en enlaces desconocidos.,1,spam,advertencia virus called cryptolocker circulando hagas clic enlaces desconocidos
novedad: ¡nuestra nueva línea de café orgánico ya está disponible!,0,ham,novedad nueva línea café orgánico disponible
estafa de préstamos: consigue dinero ahora sin garantía. ¡no se requiere identificación!,1,spam,estafa préstamos consigue dinero ahora garantía requiere identificación
invitación a la cena de la comunidad. trae un platillo compartido. contacta a pablo.,0,ham,invitación cena comunidad trae platillo compartido contacta pablo
ofrecer 50€ por personas que den sus datos personales. ¡sin compromiso!,1,spam,ofrecer 50 personas den datos personales compromiso
notificación: tu suscripción mensual a netflix ha sido renovada.,0,ham,notificación suscripción mensual netflix sido renovada
¡promoción del día! 50% de descuento en recursos de iluminación led. enlace: led-es123,0,ham,promoción día 50 descuento recursos iluminación led enlace ledes123
estafa de empleo: ofrecemos trabajos ficticios por 10€ al día. ¡anónimamente!,1,spam,estafa empleo ofrecemos trabajos ficticios 10 día anónimamente
comentario de luis: ¿alguien recomienda fracture de pelotas para niños?,0,ham,comentario luis alguien recomienda fracture pelotas niños
¡oferta urgentísima! invierte en criptomonedas y triplica tu dinero en 24 horas.,1,spam,oferta urgentísima invierte criptomonedas triplica dinero 24 horas
¡oferta exclusiva! 💸 ganarás un iphone si compras ahora 😉,1,spam,oferta exclusiva ganarás iphone si compras ahora
¡invítalos y ganarás dinero! escucha más y gana más 🌟,1,spam,invítalos ganarás dinero escucha gana
