mensaje,spam,label,mensaje_limpio
phishing alert: tu cuenta bancaria ha sido suspendida. envía tu contraseña a cuenta123@phish.com para reactivarla.,1,spam,phishing alert cuenta bancaria sido suspendida envía contraseña cuenta123phishcom reactivarla
oferta de vacaciones a $50 al día. ¡solo 3 plazas disponibles! envíe sus preferencias.,1,spam,oferta vacaciones 50 día solo plazas disponibles envíe preferencias
necesito recomendación de un buen gimnasio cerca de madrid-ciudalera.,0,ham,necesito recomendación buen gimnasio cerca madridciudalera
recomiendo el restaurante x en periodo. su paella es de lo mejor de españa,0,ham,recomiendo restaurante periodo paella mejor españa
me gustaría recomendarte una novela de ciencia ficción que ha recibido excelentes críticas en los últimos meses.,0,ham,gustaría recomendarte novela ciencia ficción recibido excelentes críticas últimos meses
artículo: el impacto del cambio climático en la agricultura.(noticia semanal),0,ham,artículo impacto cambio climático agriculturanoticia semanal
¿quieres que te recomiende un libro de cocina saludable? tengo varios artículos sobre ello.,0,ham,quieres recomiende libro cocina saludable varios artículos ello
¡eres un paso de ser millonario! invierte en este fondo mutuo y duplica tu dinero cada mes. ¡solo para elegidos!,1,spam,paso ser millonario invierte fondo mutuo duplica dinero cada mes solo elegidos
contenido con información engañosa o falsa: descubre el secreto para perder 10 kilos en 2 días sin dietas.,1,spam,contenido información engañosa falsa descubre secreto perder 10 kilos días dietas
¡nuevo podcast sobre astronomía! escucha gratis en spotify 🎧,0,ham,nuevo podcast astronomía escucha gratis spotify
actualización: el museo artístico tendrá una exposición sobre arte contemporáneo mañana.,0,ham,actualización museo artístico exposición arte contemporáneo mañana
¡alerta! su paquete fue robado. haga clic para actualizar su seguro de pedidos {clic1},1,spam,alerta paquete robado haga clic actualizar seguro pedidos clic1
¿sabes cómo ganar un iphone gratis? solo haz clic aquí.,1,spam,sabes cómo ganar iphone gratis solo haz clic aquí
mi albion sobre piedra: ¿quiere jugar conmigo hoy a las 5pm en el parque?,0,ham,albion piedra quiere jugar conmigo hoy 5pm parque
su cuenta está comprometida. haga clic aquí para restablecer su contraseña: enlace.segurofake,1,spam,cuenta comprometida haga clic aquí restablecer contraseña enlacesegurofake
oferta 특별: tarjeta de crédito sin interés si inviertes $2000 en criptomonedas. gateway.gg,1,spam,oferta tarjeta crédito interés si inviertes 2000 criptomonedas gatewaygg
recuerda apagar la computadora antes de salir del trabajo.,0,ham,recuerda apagar computadora salir trabajo
urgente: verifique su cuenta ahora mismo o su acceso será cerrado!!!,1,spam,urgente verifique cuenta ahora mismo acceso cerrado
"phishing alert: tu cuenta bancaria está en riesgo, verifica ahora el enlace maligno.",1,spam,phishing alert cuenta bancaria riesgo verifica ahora enlace maligno
oficina de viajes presenta paquetes a'apparencia desde 150€. ¿interesado?,0,ham,oficina viajes presenta paquetes aapparencia 150 interesado
"¡hola! no puedo creer lo que acabo de encontrar, tienes que verlo ahora mismo!!!",1,spam,hola puedo creer acabo encontrar verlo ahora mismo
"¡esquema de enriquecimiento rápido! ¡gana $10,000 mensuales!",1,spam,esquema enriquecimiento rápido gana 10000 mensuales
"hola equipo, les envío el resumen de la sesión de capacitación de ayer",0,ham,hola equipo envío resumen sesión capacitación ayer
¿puedes recomendarme alguna película de suspenso que sea entretenida?,0,ham,puedes recomendarme alguna película suspenso entretenida
¿alguien sabe dónde puedo encontrar buen café en la zona de salamanca?,0,ham,alguien sabe dónde puedo encontrar buen café zona salamanca
comprueba este curso de inversiones y doblega tu dinero en 7 días. garantizado o le devolvemos el dinero.,1,spam,comprueba curso inversiones doblega dinero días garantizado devolvemos dinero
"artículo: los beneficios de la meditación para la salud mental, según estudio reciente.",0,ham,artículo beneficios meditación salud mental según estudio reciente
¡oferta exclusiva! compra ahora 50% de descuento en teléfonos nuevos... solo 24h...abo en whatsapp 634-123-4567,1,spam,oferta exclusiva compra ahora 50 descuento teléfonos nuevos solo 24habo whatsapp 6341234567
publicidad comercial no solicitada: descarga nuestra aplicación ahora.,1,spam,publicidad comercial solicitada descarga aplicación ahora
falsas noticias: el gobierno prohibió el café. no es cierto.,0,ham,falsas noticias gobierno prohibió café cierto
¡descubre el secreto para ganar dinero fácil! click aquí y comienza hoy.,1,spam,descubre secreto ganar dinero fácil click aquí comienza hoy
recién descubrí un restaurante italiano delicioso.,0,ham,recién descubrí restaurante italiano delicioso
fácile dinero con offa ofertas. cualquier error es tu responsabilidad.,1,spam,fácile dinero offa ofertas cualquier error responsabilidad
"¡urgencia! no pagues por nada, somos el servicio oficial de bancos. si no recibes este mensaje, no lo podrían pagar",1,spam,urgencia pagues servicio oficial bancos si recibes mensaje podrían pagar
¡oferta exclusiva del 90% de descuento en productos de belleza! haz clic aquí para comprar ahora.,1,spam,oferta exclusiva 90 descuento productos belleza haz clic aquí comprar ahora
las autoridades están vigilando a los ciudadanos que no siguen las nuevas normas de la ciudad. reporta a quien sospeches.,1,spam,autoridades vigilando ciudadanos siguen nuevas normas ciudad reporta sospeches
"feliz cumpleaños a mi mejor amiga, celebraremos con una cena especial.",0,ham,feliz cumpleaños mejor amiga celebraremos cena especial
"artículo: el cambio climático afecta a los océanos. según la onu, el 90% de las plásticos terminan en el mar.",0,ham,artículo cambio climático afecta océanos según onu 90 plásticos terminan mar
¡únete a la revolución: gana bitcoins por compartir este mensaje! www.bitcoin-spam.org,1,spam,únete revolución gana bitcoins compartir mensaje wwwbitcoinspamorg
hoy descubrí una receta auténtica de gazpacho andaluz que queda espectacular.,0,ham,hoy descubrí receta auténtica gazpacho andaluz queda espectacular
¿te gustaría acompañarme al cine este sábado?,0,ham,gustaría acompañarme cine sábado
¡felicidades por su nuevo trabajo! es muy arriesgado pensarlo de esa manera.,0,ham,felicidades nuevo trabajo arriesgado pensarlo manera
¡este es el mejoranti cream para el cabello! funciona milagrosamente,1,spam,mejoranti cream cabello funciona milagrosamente
¡alerta de notificación! tu paquete fue entregado y está en la puerta.,0,ham,alerta notificación paquete entregado puerta
¿te gustaría unirte a nuestro club de lectura virtual? primero reservamos tu plaza por $5. ✅,0,ham,gustaría unirte club lectura virtual primero reservamos plaza
"¡oferta de productos para adultos con imágenes explícitas, visita nuestro sitio ahora!",1,spam,oferta productos adultos imágenes explícitas visita sitio ahora
mujer busca compañero de viaje a cancún. contactame al 555-1234,0,ham,mujer busca compañero viaje cancún contactame 5551234
visita este sitio para eliminar tu deuda: http://ganar-dinero-rapido.com,1,spam,visita sitio eliminar deuda httpganardinerorapidocom
"ac ángela, te renaissance un contrato de trabajo en casa. solo tienes que hacer clic aquí...",1,spam,ac ángela renaissance contrato trabajo casa solo hacer clic aquí
hoy celebramos el día del trabajador con un desfile en la plaza principal.,0,ham,hoy celebramos día trabajador desfile plaza principal
el clima mañana en madrid será parcialmente nublado con temperaturas de 22 grados.,0,ham,clima mañana madrid parcialmente nublado temperaturas 22 grados
¿podrías enviarme el informe antes de las 5 p.m.?,0,ham,podrías enviarme informe pm
⚡️⚡️⚡️ oferta imperdible ⚡️⚡️⚡️ 100% gratis si te suscribas ahora!!!,1,spam,oferta imperdible 100 gratis si suscribas ahora
¡felicidades por tu nuevo trabajo! espero que lo disfrutes.,0,ham,felicidades nuevo trabajo espero disfrutes
¡atención! estamos organizando una limpieza comunitaria este sábado. ¡únete!,0,ham,atención organizando limpieza comunitaria sábado únete
"gracias por tu ayuda, la reunión fue productiva.",0,ham,gracias ayuda reunión productiva
pedido confirmado. tu número de seguimiento: 987-654-321. http://figuracorreo.com/rastreo,0,ham,pedido confirmado número seguimiento 987654321 httpfiguracorreocomrastreo
"estás seleccionado para recibir un premio de $1,000. responde ahora para reclamarlo.",1,spam,seleccionado recibir premio 1000 responde ahora reclamarlo
tengo un maratón este fin de semana. necesito consejos para correr sin lastimarme.,0,ham,maratón fin semana necesito consejos correr lastimarme
¡gana $1000 en 24h! invierte en este negocio falso y multiplica tu dinero. ¡solo para 100 personas!,1,spam,gana 1000 24h invierte negocio falso multiplica dinero solo 100 personas
¡última oportunidad! 50€ de regalo si inviertes $1000 hoy. http://inversion.urgente,1,spam,última oportunidad 50 regalo si inviertes 1000 hoy httpinversionurgente
¿necesita ayuda para instalar windows? escuche mi tutorial de 10 minutos.,0,ham,necesita ayuda instalar windows escuche tutorial 10 minutos
hoy es el cumpleaños de mi perro. lo quiero mucho ❤️ les comparto sus fotos,0,ham,hoy cumpleaños perro quiero comparto fotos
juega al nuevo juego de casino online y gana dinero real sin inversión,1,spam,juega nuevo juego casino online gana dinero real inversión
"sorprende a tus amigos con este truco mágico, ¡te hará ganar dinero sin inversión!",1,spam,sorprende amigos truco mágico hará ganar dinero inversión
"descuento del 99% en medicamentos sin receta, solo por tiempo limitado.",1,spam,descuento 99 medicamentos receta solo tiempo limitado
oferta limitada: suscríbete a nuestro boletín y gana un viaje gratis a destinos exóticos.,1,spam,oferta limitada suscríbete boletín gana viaje gratis destinos exóticos
"obtén acceso inmediato a contenido premium sin registro, solo ingresa tu correo y recibe descargas ilimitadas.",1,spam,obtén acceso inmediato contenido premium registro solo ingresa correo recibe descargas ilimitadas
¿te gustaría compartir una enfermera en whatsapp? adjunto истории reales,0,ham,gustaría compartir enfermera whatsapp adjunto reales
invertir en nfts y triplicar tu dinero en 7 días. oferta exclusiva!,1,spam,invertir nfts triplicar dinero días oferta exclusiva
te envío el informe que necesitas para la presentación del viernes.,0,ham,envío informe necesitas presentación viernes
descarga gratis nuestro antivirus y protege su dispositivo.,1,spam,descarga gratis antivirus protege dispositivo
¿es un spambot? ¿por qué sigue recibiendo estos mensajes? ¡responda borrar para leaving spammar,1,spam,spambot sigue recibiendo mensajes responda borrar leaving spammar
recientemente leí un artículo interesante sobre la historia del arte contemporáneo y me gustaría compartir algunos puntos.,0,ham,recientemente leí artículo interesante historia arte contemporáneo gustaría compartir puntos
"amigos, ayúdame a acceder a plataformas vip. envía dinero a una billetera digital. 1% de comisión.",1,spam,amigos ayúdame acceder plataformas vip envía dinero billetera digital comisión
descubre la oportunidad de inversión exclusiva con rendimientos garantizados al 200% mensual,1,spam,descubre oportunidad inversión exclusiva rendimientos garantizados 200 mensual
¡alerta! su ishimerá materia expiró. pague $150 o enfrentará consecuencias legales.,1,spam,alerta ishimerá materia expiró pague 150 enfrentará consecuencias legales
descarga esta app para proteger tu teléfono: descarga_malware,1,spam,descarga app proteger teléfono descargamalware
"querido hermano, te paso mi contraseña nueva para que accedas a la cuenta bancaria",0,ham,querido hermano paso contraseña nueva accedas cuenta bancaria
¡soyד gezien! ofrecemos salidas gratuitas a marte. contacta:nogo.net,1,spam,gezien ofrecemos salidas gratuitas marte contactanogonet
"hola, ¿puedes recomendarme una buena película de suspenso?",0,ham,hola puedes recomendarme buena película suspenso
soy fanático del fútbol español. vamos a ver barcelona esta noche,0,ham,fanático fútbol español vamos ver barcelona noche
"feliz cumpleaños a mi colega juan, espero que tenga un gran día.",0,ham,feliz cumpleaños colega juan espero gran día
🚀 ¡somos la mejor inversión! transfiere dinero ahora y gana un 100% en 3 días. 😈,1,spam,mejor inversión transfiere dinero ahora gana 100 días
reunión comunitaria sobre turismo sostenible esta semana. lugar: centro cultural. hora: 18:00,0,ham,reunión comunitaria turismo sostenible semana lugar centro cultural hora 1800
oferta de vacaciones en el caribe por solo $100. ¡reserva ahora antes de que se acabe!,1,spam,oferta vacaciones caribe solo 100 reserva ahora acabe
 particle@email.com: ¡tu hilo no ha sido leído! haz clic para verlo.,0,ham,particleemailcom hilo sido leído haz clic verlo
resumen de la novela 'cien años de soledad' escrita por gabriel garcía márquez.,0,ham,resumen novela cien años soledad escrita gabriel garcía márquez
nuevo libro disponible: 'cómo ganar 1 millones en 3 días' – ¡solicita tu copia aquí!,1,spam,nuevo libro disponible cómo ganar millones días solicita copia aquí
alerta de phishing: tus datos han sido robados. accede a este link para recuperar tu cuenta.,1,spam,alerta phishing datos sido robados accede link recuperar cuenta
¡el coronavirus desaparecerá en 2 semanas! clic aquí para saber cómo.,1,spam,coronavirus desaparecerá semanas clic aquí saber cómo
¡oferta secreta!汤stool de 10€ y envío gratis en 48h. ¡sólo para los 1000 primeros!,1,spam,oferta secretastool 10 envío gratis 48h sólo 1000 primeros
¡promoción limitada! consigue tu celular gratis si compartes este mensaje.,1,spam,promoción limitada consigue celular gratis si compartes mensaje
tu tarjeta de crédito tiene actividad sospechosa. haz clic aquí para verificar. [enlace sospechoso],1,spam,tarjeta crédito actividad sospechosa haz clic aquí verificar enlace sospechoso
¡contrata a mi amigo para tu evento! precios infalibles 🤝💰,1,spam,contrata amigo evento precios infalibles
compra medicamentos sin receta con envío gratis. order now: http://rxcheap.com,1,spam,compra medicamentos receta envío gratis order now httprxcheapcom
hoy el clima en madrid será parcialmente nublado con temperaturas rondando los 22 grados.,0,ham,hoy clima madrid parcialmente nublado temperaturas rondando 22 grados
el libro que estoy leyendo habla sobre la historia de la arquitectura colonial.,0,ham,libro leyendo habla historia arquitectura colonial
¡aprende a ganar dinero rápido! aquí te explico cómo inversión en criptomonedas con garantía,1,spam,aprende ganar dinero rápido aquí explico cómo inversión criptomonedas garantía
¡caza el link de este mensaje y gane $10000! no se lo pierda: enlac_extra,1,spam,caza link mensaje gane 10000 pierda enlacextra
"mensaje urgente: su paquete está detenido en aduana, necesita proporcionar su número de pasaporte para liberarlo.",1,spam,mensaje urgente paquete detenido aduana necesita proporcionar número pasaporte liberarlo
invierte en este 'plan para enriquecerte en 3 días' y duplica tu dinero. enlace patrocinado.,1,spam,invierte plan enriquecerte días duplica dinero enlace patrocinado
¿te gustan las recetas saludables? comparte esta publicación para más tips.,0,ham,gustan recetas saludables comparte publicación tips
¡cuidado! este sitio web ofrece descargas de spotify gratis y de alta calidad. solo haz clic aquí.,1,spam,cuidado sitio web ofrece descargas spotify gratis alta calidad solo haz clic aquí
"acude a tu cuenta bancaria: schematica misma, sus datos necesitan actualización. haz clic aquí: www.banco-spam.es",1,spam,acude cuenta bancaria schematica misma datos necesitan actualización haz clic aquí wwwbancospames
suspendido: tu cuenta debe verificar su información al responder a este mensaje urgentemente.,1,spam,suspendido cuenta debe verificar información responder mensaje urgentemente
¡conviértete en socio y recibe un 15% de comisión en ventas!,1,spam,conviértete socio recibe 15 comisión ventas
¡oferta exclusiva para adultos mayores! descubre los mejores suplementos.,1,spam,oferta exclusiva adultos mayores descubre mejores suplementos
"esquema para hacerse rico rápido invirtiendo 100 euros y recibiendo 10,000 en una semana.",1,spam,esquema hacerse rico rápido invirtiendo 100 euros recibiendo 10000 semana
¡este producto cura el cáncer en 3 días! envía $50 para envío urgente. ✅descubre más aquí✅,1,spam,producto cura cáncer días envía 50 envío urgente descubre aquí
¿qué opinas del nuevo proyecto que lanzaron en la empresa?,0,ham,opinas nuevo proyecto lanzaron empresa
descarga esta app ahora y acumularemos puntos por cada uso. ¡el primero gana! 🔑,1,spam,descarga app ahora acumularemos puntos cada uso primero gana
"has ganado un concurso de recetas, revisa el archivo adjunto para detalles.",0,ham,ganado concurso recetas revisa archivo adjunto detalles
el clima mañana parece ser soleado con temperaturas alrededor de 25 grados.,0,ham,clima mañana parece ser soleado temperaturas alrededor 25 grados
el restaurante la casa del taco tiene tacos al pastor increíbles. muy recomendado.,0,ham,restaurante casa taco tacos pastor increíbles recomendado
"hola, necesito ayuda para transferir 5000 usd a mi cuenta. responde rápido.",1,spam,hola necesito ayuda transferir 5000 usd cuenta responde rápido
¡curso online gratis! aprende a hackear en 3 días. solo regístrate ahora,1,spam,curso online gratis aprende hackear días solo regístrate ahora
"hola, soy un amigo y quiero contarle sobre una empresa decripcion en madrid.",0,ham,hola amigo quiero contarle empresa decripcion madrid
buenas noticias: tu clase de español es gratuita. solo confirma en el enlace adjunto.,0,ham,buenas noticias clase español gratuita solo confirma enlace adjunto
publicidad no solicitada: descubre el suplemento milagroso que promete perder 10kg en una semana sin esfuerzo.,1,spam,publicidad solicitada descubre suplemento milagroso promete perder 10kg semana esfuerzo
"en un pequeño pueblo del norte de españa, la lluvia comenzó a caer de forma inusual.",0,ham,pequeño pueblo norte españa lluvia comenzó caer forma inusual
me encanta leer libros de ciencia ficción antes de dormir.,0,ham,encanta leer libros ciencia ficción dormir
¡oferta limitada! compra ahora y duplica tu dinero en 24 horas. 🚀💰,1,spam,oferta limitada compra ahora duplica dinero 24 horas
recientemente descubrí un artículo interesante sobre energías renovables.,0,ham,recientemente descubrí artículo interesante energías renovables
"haz dinero rápido con este esquema de enriquecimiento rápido, invierte $50 y gana $500 en 24 horas.",1,spam,haz dinero rápido esquema enriquecimiento rápido invierte 50 gana 500 24 horas
"me gustaría aprender a tocar la guitarra, ¿alguna recomendación de cursos?",0,ham,gustaría aprender tocar guitarra alguna recomendación cursos
¡oficina cerrada! recuerda revisar tu boletín semanal. adiós 🌞,0,ham,oficina cerrada recuerda revisar boletín semanal adiós
la nueva aplicación de gestión de tareas me ayuda a organizar mi día.,0,ham,nueva aplicación gestión tareas ayuda organizar día
únete a nuestro esquema piramidal y recibe ingresos diarios asegurados.,1,spam,únete esquema piramidal recibe ingresos diarios asegurados
publicidad comercial no solicitada o proselitismo no comercial,1,spam,publicidad comercial solicitada proselitismo comercial
¡gana viaje a cancún sin pagar nada! solo haz un clic. [spamlink]. 🌴,1,spam,gana viaje cancún pagar solo haz clic spamlink
¿te interesa mi última caminata en los andes? adjuntaré fotos al acabar,0,ham,interesa última caminata andes adjuntaré fotos acabar
promoción de lean: oferta de 20% de descuento en productos ecologícos. validado por ecocert.,0,ham,promoción lean oferta 20 descuento productos ecologícos validado ecocert
sigue este enlace para descargar el software secreto que te hará millonario: malware.exe,1,spam,sigue enlace descargar software secreto hará millonario malwareexe
mi vecino me invitó a cenar y preparó una deliciosa empanada.,0,ham,vecino invitó cenar preparó deliciosa empanada
"el equipo ganó el partido por tres a uno, fue una victoria emocionante.",0,ham,equipo ganó partido tres victoria emocionante
¡oferta urgente! transfiere 50 euros hoy y obtén 500 en 24 horas. enlace: http://gana-rapido.com 💸,1,spam,oferta urgente transfiere 50 euros hoy obtén 500 24 horas enlace httpganarapidocom
"esquema fraudulento de enriquecimiento rápido: invierta 500 pesos y obtenga 5,000 pesos al día, sin riesgo.",1,spam,esquema fraudulento enriquecimiento rápido invierta 500 pesos obtenga 5000 pesos día riesgo
"tuчаст не forwards este mensaje, perderás tu vacación. únete a la red de viajeros",1,spam,forwards mensaje perderás vacación únete red viajeros
el equipo de soporte técnico está disponible de lunes a viernes de 9 a 18 horas para ayudarle con cualquier duda.,0,ham,equipo soporte técnico disponible lunes viernes 18 horas ayudarle cualquier duda
¿dónde venden manzanas entre $1.99 y $2.50 en laova rica como fabطرت?,0,ham,dónde venden manzanas 199 250 laova rica fab
no olvides el cumpleaños de ana mañana. le gustan los pasteles de chocolate con fresas.,0,ham,olvides cumpleaños ana mañana gustan pasteles chocolate fresas
🚀🚀🚀 ¡haz clic aquí para obtener tu regalo especial! 🎁,1,spam,haz clic aquí obtener regalo especial
"me encanta cocinar paella los domingos con mi familia, es una tradición que valoramos mucho.",0,ham,encanta cocinar paella domingos familia tradición valoramos
"hola, soy de la libreríatk. ¿te interesa un descuento del 15% en libros nuevos esta semana?",0,ham,hola libreríatk interesa descuento 15 libros nuevos semana
únete al esquema de enriquecimiento rápido: invierte hoy y duplica tu dinero en 24 horas.,1,spam,únete esquema enriquecimiento rápido invierte hoy duplica dinero 24 horas
¡oferta exclusiva! pague solo $10 por un producto que no existe. códigos verificados: 9876,1,spam,oferta exclusiva pague solo 10 producto existe códigos verificados 9876
"¡suscríbete a nuestro boletín y recibe premios diarios, solo haz clic aquí",1,spam,suscríbete boletín recibe premios diarios solo haz clic aquí
comunicado: el metro está abocado a obras. suspendido línea 3 durante 3 días.,0,ham,comunicado metro abocado obras suspendido línea días
me complace informarte que el concierto se trasladará al sábado.,0,ham,complace informarte concierto trasladará sábado
¡gana un iphone gratis solo por registrarse hoy! haz clic en el enlace ➡️,1,spam,gana iphone gratis solo registrarse hoy haz clic enlace
"¡phishing: verifica tu cuenta antes de que sea bloqueada, haga clic aquí.",1,spam,phishing verifica cuenta bloqueada haga clic aquí
el nuevo modelo de coche eléctrico ofrece una autonomía de 500 kilómetros y carga rápida.,0,ham,nuevo modelo coche eléctrico ofrece autonomía 500 kilómetros carga rápida
"¡ganadores de la lotería! si tiene la fecha 12-12-1999, llamenos ahora. ¡premios garantizados!",1,spam,ganadores lotería si fecha 12121999 llamenos ahora premios garantizados
"hola, necesito que confirmes tu cuenta bancaria para recibir el premio de 1 millón de euros.",1,spam,hola necesito confirmes cuenta bancaria recibir premio millón euros
me gustaría reservar un vuelo a madrid para el próximo mes.,0,ham,gustaría reservar vuelo madrid próximo mes
phishing: haga clic aquí para actualizar su cuenta y recibir un regalo sorpresa.,1,spam,phishing haga clic aquí actualizar cuenta recibir regalo sorpresa
la biblioteca cerrará temprano hoy por obra de mantenimiento.,0,ham,biblioteca cerrará temprano hoy obra mantenimiento
"¡compra ahora y gana 1000 euros al día! oferta limitada, solo por tiempo reducido!!! 💰💰💰",1,spam,compra ahora gana 1000 euros día oferta limitada solo tiempo reducido
actualice su perfil enfacebook.com/perfil para recibir descuentos en todas sus compras. ¡oferta especial!,1,spam,actualice perfil enfacebookcomperfil recibir descuentos todas compras oferta especial
¡oferta 100% real! black friday enmartes.com: precios imperdibles hasta el 31 de diciembre,1,spam,oferta 100 real black friday enmartescom precios imperdibles 31 diciembre
pide una cita en el hospital dental. ¡reserva tu horario en este link: [oficial sanitario],0,ham,pide cita hospital dental reserva horario link oficial sanitario
contenido engañoso: venta de productos milagrosos que curan enfermedades sin pruebas científicas.,1,spam,contenido engañoso venta productos milagrosos curan enfermedades pruebas científicas
mi colega me envió un enlace a una receta tradicional de gazpacho andaluz.,0,ham,colega envió enlace receta tradicional gazpacho andaluz
¿podrías recomendarme algún buen restaurante cercano?,0,ham,podrías recomendarme algún buen restaurante cercano
¡ofrecemos terapeutas gratis por 7 días! solo responde si a este mensaje.,1,spam,ofrecemos terapeutas gratis días solo responde si mensaje
¡descarga este app ahora y obtén acceso a seis aplicaciones caras gratis! .apk,1,spam,descarga app ahora obtén acceso seis aplicaciones caras gratis apk
actuación 100% gratis:.asiste al concierto de rock en el teatro municipal este sábado. ¡sillas limitadas!,0,ham,actuación 100 gratisasiste concierto rock teatro municipal sábado sillas limitadas
oferta de suplantación: envía tus datos bancarios para actualizar tu cuenta,1,spam,oferta suplantación envía datos bancarios actualizar cuenta
descuento del 50% en courses deúa en miami. ¡oferta por tiempo limitado! ✈️💰,1,spam,descuento 50 courses deúa miami oferta tiempo limitado
¡nuestra librería lanza una promoción estival! 20% de descuento en libros nuevos. visita nuestra página!,0,ham,librería lanza promoción estival 20 descuento libros nuevos visita página
noticias: el parque local lanza un nuevo sendero ecológico este fin de semana. gratis para residentes,0,ham,noticias parque local lanza nuevo sendero ecológico fin semana gratis residentes
"¡feliz cumpleaños abuelo! aunque no estoy aquí, lo celebro con una.media especial.",0,ham,feliz cumpleaños abuelo aunque aquí celebro unamedia especial
contenido engañoso: 'gana dinero fácil trabajando desde casa' con testimonios falsos y fotos manipuladas.,1,spam,contenido engañoso gana dinero fácil trabajando casa testimonios falsos fotos manipuladas
quiero reservar una habitación en el hotel para la próxima semana.,0,ham,quiero reservar habitación hotel próxima semana
me encantó la exhibición del museo de arte contemporáneo,0,ham,encantó exhibición museo arte contemporáneo
estoy leyendo un libro fascinante sobre historia del arte.,0,ham,leyendo libro fascinante historia arte
información engañosa sobre una supuesta cura milagrosa para la enfermedad.,1,spam,información engañosa supuesta cura milagrosa enfermedad
actualización del colegio: mañana hay recreo por lluvia. traiga gorra.,0,ham,actualización colegio mañana recreo lluvia traiga gorra
¡recargue su teléfono gratis! code: recarga2023. enlace: spam-tel.com,1,spam,recargue teléfono gratis code recarga2023 enlace spamtelcom
reúne a toda la familia en una cena de navidad con nuestro menú especial de 3 tiempos por solo €19.99. reserva ya.,1,spam,reúne toda familia cena navidad menú especial tiempos solo 1999 reserva
¡oferta exclusiva! compra 3 unidades y obtén 5 gratis. 🎉🔥💸,1,spam,oferta exclusiva compra unidades obtén gratis
estados unidos busca socios en farmeros orgánicos. ¡conviértete en parte de un proyecto único!,0,ham,unidos busca socios farmeros orgánicos conviértete parte proyecto único
"¡oferta impostor! compra este producto milagroso para bajar de peso en 3 días. 100% natural, resultados garantizados.",1,spam,oferta impostor compra producto milagroso bajar peso días 100 natural resultados garantizados
¡sorteo de vacaciones! envíe $50 ygain entry,1,spam,sorteo vacaciones envíe 50 ygain entry
"uso excesivo de mayúsculas, signos de puntuación o emojis para llamar la atención: ¡¡¡oferta impresionante!!!! 🎉💰🔥 ¡no lo pierdas!!!!",1,spam,uso excesivo mayúsculas signos puntuación emojis llamar atención oferta impresionante pierdas
¡únase a nuestro club de running! entrenamiento gratuito 🏃♂️👋,0,ham,únase club running entrenamiento gratuito
¡compra ahora y recibirás un 'bayó de oro' gratis! no te lo pierdas.,1,spam,compra ahora recibirás bayó oro gratis pierdas
descargue estos ficheros para mejorar su pc. ¡sin vírus!,1,spam,descargue ficheros mejorar pc vírus
"me encanta la última película de la saga, la recomiendo a todos.",0,ham,encanta última película saga recomiendo
¡oferta exclusiva! si compras tres unidades obtenes una gratis. ¡ofrecemos envío gratuito!,1,spam,oferta exclusiva si compras tres unidades obtenes gratis ofrecemos envío gratuito
"si tu.to.es kommt here, te damos 300€. ¡es económicoh",1,spam,si tutoes kommt here damos 300 económicoh
¿cuál es la receta para preparar risotto de champiñones?,0,ham,cuál receta preparar risotto champiñones
¿te gustaría saber qué hay de nuevo en nuestra app? escríbenos directamente: soporte@app.com,0,ham,gustaría saber nuevo app escríbenos directamente soporteappcom
descubrieron que los perros entienden emociones humanas. artículo en [revista científica],0,ham,descubrieron perros entienden emociones humanas artículo revista científica
"la biblioteca abrirá sus puertas a las 9:00, gracias por tu paciencia.",0,ham,biblioteca abrirá puertas 900 gracias paciencia
"¡oferta de work from home! trabaja 2hrs al día, gana 1000$!!!",1,spam,oferta work from home trabaja 2hrs día gana 1000
"¡oferta exclusiva! compra ahora y obtén un 90% de descuento, solo por hoy.",1,spam,oferta exclusiva compra ahora obtén 90 descuento solo hoy
¡atención! tu paquete no fue entregado. reempieza el proceso aquí: [enlace de phishing],1,spam,atención paquete entregado reempieza proceso aquí enlace phishing
🚨oferta urgente!!! 💰 1000€ hoy!!! corra antes de que se acabe!!! 😱🔥,1,spam,oferta urgente 1000 hoy corra acabe
"¡compra ahora y gana 100% de devolución en 24 horas! oferta limitada, solo por tiempo.",1,spam,compra ahora gana 100 devolución 24 horas oferta limitada solo tiempo
oferta oficial: ¡gana un viaje gratis a caribe al invertir en este programa exclusivo! compártelo con 5 personas y haz millonario.,1,spam,oferta oficial gana viaje gratis caribe invertir programa exclusivo compártelo personas haz millonario
¿alguien puede ayudarme a migrar a android? tengo un iphone y no entiendo el proceso.,0,ham,alguien puede ayudarme migrar android iphone entiendo proceso
este enlace te lleva a un formulario de biografía para awareness. ¡fácil y rápido!,0,ham,enlace lleva formulario biografía awareness fácil rápido
 erregido mi proyecto de arte digital. ¿alguien puede víaustrarlo en pdf?,0,ham,erregido proyecto arte digital alguien puede víaustrarlo pdf
te envío un descuento exclusivo del 70% en productos electrónicos. ¿listo para comprar? http://fraudestore.es,1,spam,envío descuento exclusivo 70 productos electrónicos listo comprar httpfraudestorees
confirmación de reserva en hotel de 4 estrellas. sin costos ocultos,0,ham,confirmación reserva hotel estrellas costos ocultos
descargue este juego gratis. contiene virus que dañará su teléfono. ¡no confíe en anuncios similares!,1,spam,descargue juego gratis contiene virus dañará teléfono confíe anuncios similares
hoy compré un libro muy bueno de cocina tradicional. ¡recetas auténticas! recomendado.,0,ham,hoy compré libro bueno cocina tradicional recetas auténticas recomendado
