mensaje,spam,label
¿Querés ayudar con una mesada este mes? Envíame tu Instagram.,1,spam
¡Inscríbete a nuestro curso de yoga! Solo 5 plazas disponibles. 🧘🌿,0,ham
¡Hoy es día de descontos! 50% en café en [nombre de tienda],1,spam
Un amigo me recomendó esta receta de sopa subsystem. ¡Prueba!,0,ham
¡Es un fraude! No hagas clic en [enlace] de華人.,0,ham
¿Dónde comprar mascarilla de grade quirúrgica barata?,0,ham
¡Oferta de viaje a Marte! Encuentra tu pasaje aquí: [enlace],1,spam
Artículo sobre cultivo de aguacate en casa. Paso a paso.,0,ham
"ESTA OFERTA ES CONFIRMADA. No te la pierdas, síguenos en Instagram!",1,spam
¡Promoción exclusiva! Obtén un 30% de descuento si compras hoy.,1,spam
"Haz clic aquí para recibir premios instantáneos, solo por tiempo limitado.",1,spam
"Oferta de bienes falsificados a precios increíbles, no te lo pierdas.",1,spam
Descubre el secreto para ganar dinero rápido sin esfuerzo.,1,spam
"Envía tu identificación y obtén un crédito inmediato, verificación urgente.",1,spam
Publicidad no solicitada: compra productos milagrosos que curan cualquier enfermedad.,1,spam
"Oferta de préstamos sin intereses, responde ahora o perderás la oportunidad.",1,spam
"Tu cuenta ha sido comprometida, verifica el enlace urgente.",1,spam
"¡Oferta limitada! Paquetes de seguimiento a precios rebajados, compra ya.",1,spam
"Visita nuestro sitio web y arrasa con descuentos del 90%, solo hoy.",1,spam
"Participa en nuestro concurso y gana un teléfono gratis, responde ahora.",1,spam
"Oferta de inversión segura con rendimientos del 200% mensual, invierte ya.",1,spam
"Mensaje de verificación de cuenta, confirma tus datos o perderás acceso.",1,spam
El Ayuntamiento anunció la apertura de una nueva biblioteca en el centro de la ciudad.,0,ham
Los datos de ventas del último mes indican un crecimiento del 3% respecto al año anterior.,0,ham
Se ha publicado el informe meteorológico del día 2 de octubre.,0,ham
En la escuela primaria se realizará una actividad de lectura este viernes.,0,ham
Los ciudadanos pueden solicitar información sobre los eventos culturales en la página web municipal.,0,ham
Estudio revela que el consumo de té mejora la concentración en tareas académicas.,0,ham
Receta tradicional de gazpacho para la cena de verano.,0,ham
Entrevista con el autor sobre su nueva novela recién lanzada.,0,ham
El concierto de música clásica se llevará a cabo el próximo sábado en el auditorio.,0,ham
Documentación técnica sobre los protocolos de seguridad informática actualizados.,0,ham
Aviso de cierre temporal de la oficina de correos por obras programadas.,0,ham
Lista de libros recomendados por la biblioteca pública para niños.,0,ham
"¡Gana 500€ sin trabajo, ¡solo haz clic aquí! 🚨 https://ganarillo.com",1,spam
¡Alerta! Tu cuenta bancaria ha sido hackeada. Recupera tu dinero aquí: https://seguridad-acceso.es,1,spam
Viagra gratuito en 24h. Envía tu dirección para enviarte el paquete: https://meds.es,1,spam
Inscripción gratuita al curso online de programación. ¡Transforma tu carrera! Clic en: https://cursofestEnlaces,1,spam
¡Oferta exclusiva! Suscríbete a nuestro newsletter para ganar un iPhone! 📱✨,1,spam
Urgente: Tarjeta de regalo vaccination expires in 24h. Click to claim: https://vacuna-gen.kt,1,spam
"Amigos, urge: envíanos 10€ a esta cuenta para recuperar tu ingresada: https://recargapeqs.com",1,spam
¡Descarga gratis nuestra app de juegos más populares en Google Play! 🎮🔥,0,ham
Hoy hay descuento en ensaladas frescas en tu supermercado local. ¡30% off!,0,ham
"Receta de mole poblano: mezcla cacahuetes, chiles, chocolate y especias. Cocina 1 hora.",0,ham
¡Nuevo podcast de ciencia lanzándose pronto! Suscríbete en Spotify: linkspruebas,0,ham
"¡H fortemente recomendamos la nueva camara para drones! Calidad 4K, resistencia al agua.",0,ham
¡Feria del libro en Madrid! ngh 10-15 de octubre.éroミュ Clement,0,ham
"Ab strangers, no dese: This is a phishing attempt. Delete immediately. 🚫",1,spam
Oferta pirata: descarga menjadi de Marvel gratis aquí: https://piratap2k,1,spam
¡Tu lidera premios en un sorteo! Envía tus datos para reclamar: https://sorteoAPP.es,1,spam
Solución para el virus que afecta tu pc. Descarga nuestro eliminador: https://fixer.safe.net,1,spam
"¡Contenido prohibido! Si accidentalmente lo viste, haz clic aquí para evitar multas: https://block criança",1,spam
Cumpleaños virtual! Recibir surprise gifts desde mi tienda online. ¡Solo para amigos!,0,ham
¿Necesitas ayuda con tu computadora? Contacta con soporte técnico we4523192,0,ham
Prueba nuestro nuevo café especial. Mezcla独特 y cacao oscuro. ¡Solo en nuestra tienda virtual!,0,ham
Напишите нам по этому адресу для получения скидок на всё: http://discounts.gratis,1,spam
"¡Oferta: Compra 2 ropa, lleva 1 gratis! Solo hoy en nuestra web oficial",0,ham
¡Cuidado! Este enlace contiene malware. No haga clic si no conoce al remitente.,0,ham
"Receta de paella valenciana: arroz, mariscos, azafrán y chorizo. ¡Ideal para cenas!",0,ham
¡Oferta urgente: compre ahora en este enlace y obtenga un bono del 50%! 0700-123456,1,spam
¡Ayúdame antes de que me marché! Inversión rápida en un proyecto en EE.UU. Spam: 0987654321,1,spam
¡Esquema piramidal: regístrese hoy para recibir $1000 cada semana!,1,spam
Su banco le debe dinero. Ingrese al enlace y restablezca su cuenta.,1,spam
"Qué lindo tu perro, ¿puedo verlo algunos días?",0,ham
Una amiga me invitó a un’tienda de café y adquirínahoy un postre delicioso,0,ham
¿Alguien puede recomendarme un buen libro de historia en español?,0,ham
"El profesor anunció que habrá unquiz de geografía mañana, studied mucho",0,ham
¡Descuentos exclusivos en ropa: compre 2 productos y pague por 1! Enviar consultas al 123-456,1,spam
Su cuenta tiene actividad sospechosa. Clique aquí para verificar: [enlace_falso],1,spam
Los contaminantes en el aire aumentan un 30% en esta temporada. Cuidar la salud,0,ham
¿Conoces alguna buena receta de tortilla de patata casera?,0,ham
Este video sobre inversiones en criptomonedas es muy interesantopero no tengo confianza,1,spam
¡Hoy es mi cumpleaños! Ojalás que todos se lo deseen y me lleven a un restaurante,0,ham
¡Reportes de членов que roban sus datos! Cuidese en Internet y no haga clic en links sospechosos,0,ham
Descargue esta app para ganar dinero instantáneamente: [malware_apk],1,spam
Un cuerpo de vecinos me pide para ayudar a pintar su casa este fin de semana,0,ham
¡Querido/a! Pequeño error en su factura. Clique aquí para corregirlo: [enlace_no_seguro],1,spam
El gobierno lanzará una campaña para promover el deporte en escuelas públicas,0,ham
¡Oferta especial: compre 5 cajas de cereal y reciba 1 gratis! 123-4567,1,spam
¿Alguien puede ayudarme a configurar mi nuevo teléfono en wise?,0,ham
Estoy buscando un trabajo en el sector tech y necesito ayuda con mi curriculum,0,ham
¡Correse a este enlace y gane miles de dolares gratis! ¡Oferta limitada!,1,spam
"La biblioteca de mi colegio tiene muchos libros sobre ciencia, recomiéndame alguno",0,ham
¿Hace frío aquí? Enviaré una botella de agua caliente. Que Dios nos cuide,0,ham
"¡Oferta limitada! Solo hoy, compra el nuevo smartphone a mitad de precio. Haz clic aquí para aprovechar.",1,spam
Descubre los mejores trucos para mejorar tu productividad en el trabajo.,0,ham
¡Gana dinero rápido con este esquema de inversión secreto! Reserva tu lugar ahora.,1,spam
Hoy es un buen día para planificar el fin de semana y visitar el museo local.,0,ham
Alerta de phishing: recibirás un mensaje que dice que debes verificar tu cuenta bancaria antes de mañana.,1,spam
Te recomiendo la serie 'La Casa de Papel' si te gustan los dramas thrilling.,0,ham
Compra ahora y recibe un descuento del 70% en productos de belleza natural.,1,spam
¿Sabías que la temperatura media de julio en Madrid es de 28 grados?,0,ham
¡Únete a nuestro programa exclusivo y recibe bonos de bienvenida garantizados!,1,spam
El gato de mi vecino siempre se despierta a las 6 de la mañana.,0,ham
Oferta irresistible: suscríbete hoy y obtén acceso inmediato a contenido premium sin costo adicional.,1,spam
He preparado un informe detallado sobre los impactos del cambio climático en la región.,0,ham
Intento de estafa: envía tu número de tarjeta para recibir un regalo sorpresa.,1,spam
Reunión de equipo programada para el jueves a las 10am para revisar los objetivos del trimestre.,0,ham
Descubre los mejores restaurantes de sushi en tu zona con reseñas verificadas.,0,ham
¡Haz clic aquí para participar en la lotería semanal y ganar premios exclusivos!,1,spam
Receta fácil de tortilla española con pasos sencillos y fotos.,0,ham
Promoción especial: compra 2 y lleva 1 gratis en electrodomésticos de alta gama.,1,spam
La historia del cultivo del olivo en Andalucía es fascinante y está llena de tradición.,0,ham
"Aviso importante: para proteger tu sesión, envía tu contraseña a este correo ahora mismo.",1,spam
Recomendación de película: 'Amélie' es una comedia francesa que alegra cualquier día.,0,ham
"Oferta engañosa: garantizamos hasta un 500% de retorno en una semana, no te lo pierdas.",1,spam
Envíame un mensaje de texto si estás interesado en colaborar en nuestro proyecto de investigación.,0,ham
¡Activa tu cuenta ahora y recibe puntos de recompensa ilimitados en todas tus compras!,1,spam
Hoy probé una nueva receta de paella con mariscos frescos y quedó espectacular.,0,ham
¡Compre ahora y obtenga un 100% de devolución! Solo por tiempo limitado.,1,spam
Descubre el secreto para ganar dinero rápido sin esfuerzo.,1,spam
Oferta exclusiva: suscríbase y reciba 10 premios garantizados.,1,spam
¡Alerta! Su cuenta ha sido seleccionada para un premio millonario. Responda ahora.,1,spam
Haga clic aquí para acceder a un sitio web seguro y obtener un virus que destruye sus archivos.,1,spam
¡Oferta de empleo de alto ingreso! Necesitamos su información bancaria para transferir el salario.,1,spam
¡Promoción limitada! Compre productos de belleza milagrosos que curan todas las enfermedades.,1,spam
¡URGENTE! Necesito que envíe su número de tarjeta de crédito para verificar su identidad.,1,spam
¡Participa y gane un teléfono nuevo! Haz clic y proporcione sus datos personales.,1,spam
¡Oferta de préstamo instantáneo sin intereses! Acepte los términos y pague más tarde.,1,spam
¡Descargue esta aplicación exclusiva y gane dinero mientras duerme.,1,spam
¡Cuidado! Mensaje de engaño bancario que parece de su banco. Haz clic aquí para confirmar.,1,spam
"Hola, ¿cómo estás? Me gustaría invitarte a cenar mañana.",0,ham
El clima mañana en Madrid será parcialmente nublado con temperaturas de 22 grados.,0,ham
Me complace anunciar el lanzamiento de mi nuevo libro de poesía.,0,ham
¿Has visto la última temporada de La Casa de Papel? Vale la pena.,0,ham
Gracias por tu ayuda el otro día; realmente aprecio tu apoyo.,0,ham
Estoy trabajando en un proyecto de investigación sobre energía renovable.,0,ham
¿Puedes recomendarme un buen restaurante de comida saludable cerca del parque?,0,ham
"Felicidades por tu graduación, espero que tengas un futuro brillante.",0,ham
Hoy compré un libro interesante en la librería local.,0,ham
Mi perro necesita una visita al veterinario esta semana.,0,ham
La reunión del club de lectura será el viernes a las 7 pm.,0,ham
Estoy aprendiendo a tocar la guitarra y disfruto mucho la práctica.,0,ham
¿Te gustaría ver la exposición de arte contemporáneo en el museo esta tarde?,0,ham
"¡Únete ahora y gana $10,000 en 24 horas! Oferta limitada.",1,spam
Descubre el método secreto para invertir y multiplicar tus ganancias sin riesgo.,1,spam
Compra este producto milagroso y perderás peso en 3 días sin ejercicio.,1,spam
Enlace peligroso: http://malicious-site.com/attack?ref=spam,1,spam
Oferta exclusiva: COMPRA AHORA 50% DE DESCUENTO EN GUIONES DE VIAGRA.,1,spam
"Te envío el documento adjunto que promete cambiar tu vida, pero contiene malware.",1,spam
Publicidad no solicitada de seguros de vida con promesas exageradas.,1,spam
Esquema piramidal que te asegura ingresos mensuales si traes a otros.,1,spam
Banner con emojis y MAYÚSCULAS: ¡GANAR DINERO FÁCIL AHORA!!!,1,spam
Oferta de productos de belleza anti‑envejecimiento que dicen eliminar arrugas en 24h.,1,spam
Mensaje fraudulento que solicita tus datos bancarios para verificar tu cuenta.,1,spam
"Promoción engañosa: ¡Invierte $100 y recibe $10,000 al día!",1,spam
Contenido para adultos con enlaces ocultos a sitios de pornografía.,1,spam
"Hola María, ¿puedes confirmar si la reunión del viernes sigue en pie?",0,ham
Me encanta la receta de lentejas que aprendí en la escuela de cocina.,0,ham
"La película que vi ayer fue muy conmovedora, muy recomendable para todos.",0,ham
¿Qué opinas del nuevo libro de poesía de la autora X?,0,ham
"Buenos días, te envío el informe que solicitaste para revisarlo.",0,ham
¿Te gustaría alquilar una bicicleta para pasear por el parque mañana?,0,ham
Mi abuelo siempre dice que la paciencia es la clave del éxito.,0,ham
Organicé una reunión familiar para celebrar el cumpleaños de mi hija.,0,ham
El clima está cambiando rápidamente; se esperan lluvias esta tarde.,0,ham
¿Has probado la nueva versión del café de origen colombiano? Es increíble.,0,ham
"Quiero compartir una canción de mi banda favorita, tienen un nuevo álbum.",0,ham
La biblioteca del campus abrirá sus puertas a las 9 a.m. mañana.,0,ham
¡Oferta exclusiva! Envía 'comprar' para obtener un 70% de descuento en productos electrónicos. ¡Solo hoy!,1,spam
"¡Tu presentación de trabajo va a ser enviada a todos los empleados! No te desesperes, es una notificación falsa",0,ham
"¡Haz clic en este enlace y obtén $10,000 en 24 horas! No te lo pierdas, es 100% seguro",1,spam
"Feliz cumpleaños con @María, ¿quisiste invitarme a la fiesta?",0,ham
Alerta: Tu cuenta ha sido bloqueada debido a actividad sospechosa. Recupera tu acceso haciendo clic aquí,1,spam
¿Qué película deberíamos ver este fin de semana? Propongo 'El L отличается',0,ham
"¡Urgencia! No pagues por nada, somos el servicio oficial de bancos. Si no recibes este mensaje, no lo podrían pagar",1,spam
Compraste un iPhone en nossa plaza. Tu factura está lista en el recibo,0,ham
¡Sorteo ¡Sorteo! Injecta este enlace y gana un viaje auldskane para dos,1,spam
Actualización: Tu seguro médico ahora cubre terapia psicológica. Contacta a la oficina,0,ham
¡Ofrecemos parejas en el extranjero! Paga un 5% y obtén una acompañante por la noche,1,spam
"Querido hermano, te paso mi contraseña nueva para que accedas a la cuenta bancaria",0,ham
¡Atención clientes! Tu paquete de internet arrive en 2 horas. ¡No te lo pierdas!,0,ham
Estamos en promociones: compre 3 y lleve 1 gratis en ropa interior,0,ham
¡Santos en Black Friday! Paga con tarjeta y gana un descuento del 80%,0,ham
Alerta: Su correo ha sido hackeado. Envíe un mensaje al znaco 0000-0000-0000 para recuperarPlugins,1,spam
"Tengo una receta secreta para el postre más rico que hacerás este año, ¿quieres que la comparta?",0,ham
¡Escribe un mensaje y te enviaré $500 en efectivo!,1,spam
¿Cómo está el tránsito en la ruta 12? Dijeron que habrá obras,0,ham
¡Confirme que 없다 quiere verse tonight! No coincidamos por casualidad,1,spam
"Acabo de publicar un video nuevo en mi canal, ¡conviértete en suscriptor!",0,ham
"¡NUEVO: Sucripción a 500 MB al mes por solo $5! No lo pierdas, únete",1,spam
Hoy es el día de la firma del contrato. Recuerda: el plazo es 4 horas,0,ham
"Alerta de seguridad: Su contraseña actual no cumple con los estándares, cambie inmediatamente",0,ham
¡Somos el mejor servicio de envío internacional! Paga ahora y ahorra un 30%,0,ham
¡Oferta limitada! Compra ahora y recibe un 80% de descuento en nuestro producto premium. Solo por tiempo reducido.,1,spam
Descubre el secreto para ganar dinero rápido con solo 5 minutos al día. ¡Únete hoy y empieza a recibir pagos inmediatos!,1,spam
¿Quieres mejorar tu postura en casa? Visita nuestro sitio web y compra la silla ergonómica con 30% de descuento. Oferta exclusiva!,1,spam
¡Alerta! Tu cuenta ha sido seleccionada para recibir un regalo especial de 1000 dólares. Haz clic aquí para reclamarlo antes de que expire.,1,spam
Oferta irresistible: suscríbete a nuestro boletín y recibe cupones de descuento ilimitados. ¡No pierdas esta oportunidad!,1,spam
¡Descubre la verdad detrás de la dietética milagrosa que promete perder 10 kg en una semana! Lee ahora y transforma tu cuerpo.,1,spam
¡Peligro! Tu computadora ha sido infectada por un virus. Descarga nuestro antivirus premium para eliminarlo al instante.,1,spam
¡Oferta exclusiva solo para ti! Compra ahora y obtén un paquete de 10 iPhone gratis. ¡ Solo por 24 horas!,1,spam
Visita nuestro sitio web y gana un viaje a las Maldivas con solo responder una encuesta. ¡Participa hoy!,1,spam
¿Quieres aprender a invertir en criptomonedas y duplicar tu dinero? Únete a nuestra comunidad y recibe consejos exclusivos.,1,spam
¡Promoción limitada! Consigue tu suscripción mensual gratis y accede a contenido premium sin límites.,1,spam
Descubre los mejores trucos para ganar dinero en línea sin esfuerzo. Haz clic y empieza a recibir ingresos hoy mismo.,1,spam
¡Oferta irresistible! Compra una suscripción anual y recibe un año extra gratis. No dejes pasar esta oportunidad única.,1,spam
¡Alerta de phishing! Tu cuenta bancaria está en riesgo. Verifica aquí tu información y protege tu identidad.,1,spam
Te invitamos a nuestro webinar gratuito sobre marketing digital. Regístrate ahora y mejora tus habilidades profesionales.,0,ham
¡Hola! ¿Te gustaría recibir consejos de bienestar y recetas saludables? Suscríbete a nuestro newsletter mensual.,0,ham
"Estimado cliente, le informamos que su pedido está en camino y llegará el próximo lunes. Gracias por su compra.",0,ham
Hoy es un buen día para visitar la biblioteca municipal y descubrir nuevos libros. ¡Disfruta de la lectura!,0,ham
"Recordatorio: la cita con el médico está programada para mañana a las 10:00 am. Por favor, llegue con puntualidad.",0,ham
Invitación a la reunión del club de lectura de este sábado a las 17:00 en el parque central.,0,ham
¡Feliz cumpleaños! Esperamos que tenga un día maravilloso lleno de alegría y buenos momentos.,0,ham
"Le enviamos la factura adjunta correspondiente al mes de octubre. Por favor, revise y confirme su pago antes del 5 de noviembre.",0,ham
"Estimado vecino, le recordamos que el día de recolección de basura será el viernes a las 8:00 am.",0,ham
¿Te gustaría probar una nueva receta de pasta casera? Descarga el libro de cocina gratuito aquí.,0,ham
Anunciamos la apertura de la nueva sucursal de nuestra tienda el próximo mes. ¡Visítanos y disfruta de descuentos exclusivos!,0,ham
¡OFERTA IMPRESIONANTE! COMPRA AHORA Y GANARIAS 1000€ EN 24H 🚀🚀🚀 COMPRA YA!!!,1,spam
Haz clic aquí para ganar un iPhone GRATIS: http://premioexpress.com/robado,1,spam
URGENTE: Tu cuenta bancaria ha sido comprometida. Envía tu número de cuenta y contraseña a soporte@segurobank.com,1,spam
Descarga el archivo importante aquí: malware.zip (contiene ransomware),1,spam
¡OFERTA RELÁMPAGO! Compra ahora y recibe 50% de descuento + envío gratis. ¡Solo por tiempo limitado!!!,1,spam
¿Quieres enriquecerte rápidamente? Únete a nuestro esquema de inversión de alto rendimiento y dobla tu dinero en 7 días!,1,spam
Promoción exclusiva: suscríbete y recibe 1000 seguidores falsos al instante 🚀🚀🚀,1,spam
Contenido para adultos: visita nuestro sitio web para ver videos exclusivos y fotos XXX,1,spam
Participa en nuestro concurso y gana un iPhone nuevo. Solo necesitas compartir este mensaje y marcar a 5 amigos. 🎉🎉🎉,1,spam
¡VISITA NUESTRO NUEVO SITIO WEB! http://esquema-piramidal.com/ganar-dinero,1,spam
Oferta irresistible: compra ahora y obtén un cupon de 500€. Haz clic aquí: ofertafraude.com,1,spam
Aviso importante: Tu computadora está infectada. Descarga el antivirus desde este enlace malicioso.exe,1,spam
¡Compra ahora! <CLICK> 100% DE DESCUENTO EN TODOS LOS PRODUCTOS!!! <CLICK>,1,spam
"Hola, ¿cómo estás? Espero que tengas un buen día.",0,ham
He leído el artículo científico sobre energía renovable y me parece fascinante.,0,ham
Me gustaría reservar una mesa para cuatro personas este sábado a las 20:00.,0,ham
¿Podrías enviarme el informe sobre los resultados del proyecto?,0,ham
"La biblioteca abrirá temprano mañana, a las 8:00, para los estudiantes.",0,ham
¿Te gustaría probar la nueva colección de ropa de verano?,0,ham
¡Felicitaciones por tu nuevo puesto! Espero que disfrutes del nuevo desafío.,0,ham
"Me encanta la música de este artista, sus letras son muy emotivas.",0,ham
¿Quieres tomar un café mañana por la mañana?,0,ham
"He preparado un plan de viaje a la costa, ¿te interesa conocer los detalles?",0,ham
"La reunión se pospone para la próxima semana, avisaremos con más detalle.",0,ham
"¡OFERTA EXCLUSIVA! Compra ahora y gana un 99% de descuento en productos de belleza, solo por tiempo limitado.",1,spam
Construye tu riqueza en 24 horas con este esquema de inversión garantizada. ¡Únete ya!,1,spam
Haga clic aquí para recibir una suscripción gratuita de software premium solo si responde a este mensaje.,1,spam
"URGENTE: actualización de seguridad crítica para su cuenta, verifique su información antes de que sea cerrada.",1,spam
Visita www.pagofraudulento.com y reclama tu bono de 1000 euros sin hacer nada.,1,spam
Descubre el secreto para invertir en criptomonedas y multiplicar tu dinero en 500% garantizado.,1,spam
"Estos remedios milagrosos curan el cáncer en solo 3 días, sin receta médica. Compra ahora.",1,spam
¡Participa en nuestro concurso para ganar un iPhone 15 GRATIS! Solo comparte este mensaje y etiqueta a 5 amigos.,1,spam
Nuestro servicio de dieta rápida te hará perder 5 kg en una semana sin ejercitarte. Reserva tu plaza limitada.,1,spam
Oferta limitada: compra 1 y lleva 1 gratis en relojes de lujo. Haz clic aquí.,1,spam
Phishing detectado: su cuenta bancaria está comprometida. Confirme su PIN aquí: phishingbank.com.,1,spam
¡Visita nuestro sitio para descargar virus gratis! Mantente entretenido con nuestro malware exclusivo.,1,spam
"Hola, ¿cómo estuvo tu fin de semana? Me encantó el paseo por el parque.",0,ham
En la reunión de hoy discutimos los resultados del proyecto y los próximos pasos.,0,ham
"Me gustó mucho la película que vimos anoche, la trama era fascinante.",0,ham
Recordatorio: la cita con el médico es mañana a las 10:00.,0,ham
La receta de chocolate que compartí en el blog fue bien recibida por mis seguidores.,0,ham
¿Podrías enviarme el informe final a mi correo? Gracias.,0,ham
La biblioteca abre a las 9:00 y cierra a las 19:00 de lunes a viernes.,0,ham
¿Qué tal el nuevo álbum de tu banda favorita? Me parece genial.,0,ham
La reunión del club de lectura será este viernes a las 18:00 en la sala de conferencias.,0,ham
"Mi planta de tomate ha comenzado a dar frutos, estoy muy emocionado.",0,ham
"Estimado equipo, adjunto el documento con las modificaciones finales.",0,ham
¡Feliz cumpleaños a mi hermana! Que tenga un día maravilloso.,0,ham
"Hola, ¿cómo estás? Me gustaría invitarte a tomar un café el sábado.",0,ham
¿Has visto la nueva película de Marvel? La recomiendo mucho.,0,ham
Necesito terminar el informe del proyecto antes del viernes.,0,ham
¿Te gusta el fútbol? El partido de ayer estuvo emocionante.,0,ham
"Buenos días, ¿puedes recordarme la fecha del vencimiento de la factura?",0,ham
"Quiero agradecerte por tu ayuda con la mudanza, fue muy valiosa.",0,ham
¿Sabes dónde puedo encontrar recetas de pastel de chocolate?,0,ham
"Voy a correr 5 km mañana en el parque, ¿te gustaría acompañarme?",0,ham
¿Qué opinas del nuevo diseño de la página web?,0,ham
"Me encanta la música clásica, ¿alguna recomendación de concierto?",0,ham
"El clima parece bueno para el fin de semana, perfecto para salir.",0,ham
Hoy descubrí un libro interesante sobre historia antigua.,0,ham
¿Puedes enviarme la lista de precios actualizada del proveedor?,0,ham
"Hola, acabo de lanzar una oferta especial de suscripción a seguros de salud por 0€ al mes, solo por tiempo limitado, ¡regístrate ahora!",1,spam
"¡¡OFERTA EXCLUSIVA!! COMPRA AHORA Y GANARIÓN SALENTA MAS DE 1 MILLÓN DE DÓLARES EN 24H, GARANTIZADO!!!",1,spam
"Haz clic aquí para recibir una herencia de 10 millones de dólares, solo envía tus datos bancarios.",1,spam
"Tu cuenta ha sido comprometida, verifica tu contraseña en el siguiente enlace: http://malicious-site.com",1,spam
Descarga la aplicación premium gratis y accede a contenido exclusivo + 18+.,1,spam
🚀🚀🚀 GANAR¡💰💰💰 OFERTA IMPORTANTE #1,1,spam
URGENTE: envíame tu número de tarjeta para confirmar tu premio de 500€.,1,spam
"SORTEO DE UNA PLAYSTATION 5 GRATIS, ENVÍA TU DIRECCIÓN COMPLETA PARA RECLAMAR.",1,spam
"Invierte ahora y multiplica tu dinero 500% en una semana, sin riesgo.",1,spam
"¡ATENCIÓN! Tu IP ha sido detectada como sospechosa, haz clic aquí para desbloquearla.",1,spam
"Me encanta tu foto, ¿quieres intercambiar fotos íntimas?",1,spam
"¡Descarga este archivo.exe para mejorar el rendimiento de tu PC, ¡garantizado sin virus!",1,spam
"Publicidad comercial no solicitada: ¡Oferta exclusiva! Compra el nuevo smartwatch con 30% de descuento, solo por tiempo limitado.",1,spam
"Invierte $100 y gana $10,000 en una semana, garantizado.",1,spam
¡Oferta irresistible! Haz clic aquí para recibir un crédito instantáneo sin intereses.,1,spam
🚀 OFERTA EXCLUSIVA!!! Compra ahora y recibe 2×1 en suscripciones premium.,1,spam
"ATENCIÓN: Tu cuenta ha sido bloqueada, ingresa aquí para desbloquearla: phishing.com",1,spam
Contenido para adultos: Vídeos exclusivos solo para mayores de 18 años.,1,spam
SCAM DE ENRIQUECIMIENTO RÁPIDO: Multiplica tu dinero con este programa secreto.,1,spam
"Descarga el archivo adjunto para mejorar tu rendimiento, contiene malware oculto.",1,spam
OFERTA DE ULTIMA HORA!!! Compra ya y gana un iPhone gratis.,1,spam
¡ALERTA DE PHISHING! Verifica tu cuenta de correo aquí: linkmalicioso.net,1,spam
"¡COMPRA YA!!! ULTRA OFERTA, PRECIOS IMPERDIBLES, SOLO HOY.",1,spam
"Publicidad no solicitada: Consigue viagra online sin receta, entregas rápidas.",1,spam
Ayer fui al parque y disfruté del clima soleado.,0,ham
Mi colega me invitó a cenar y probamos una nueva receta de pasta.,0,ham
"El proyecto de la universidad avanza bien, estamos terminando la revisión bibliográfica.",0,ham
¿Te gustaría visitar el museo de arte contemporáneo este fin de semana?,0,ham
Compré un libro interesante sobre historia del arte en la librería.,0,ham
"El servicio al cliente fue excelente, agradezco su atención.",0,ham
Planifico viajar a la costa el próximo mes y Reservar hotel.,0,ham
La reunión del equipo será mañana a las 10:00 en la sala de conferencias.,0,ham
¿Has visto la última película de ciencia ficción? Es muy recomendable.,0,ham
En la cena de Navidad compartimos anécdotas divertidas.,0,ham
El algoritmo de recomendación del sitio web sugiere contenido relacionado.,0,ham
Mi perro necesita una visita al veterinario la próxima semana.,0,ham
Estoy aprendiendo a tocar la guitarra y practico todos los días.,0,ham
¡Oferta exclusiva! Comprar 3 talleres online y pagar solo por uno 🎉 ¡Enlace¡ Enoston 어울려요 😋,1,spam
"Querido Juan, ¿cómo estuvo tu examen? Me encantaría ayudarte con lo que necesites.",0,ham
¡Atención! Tu cuenta bancaria está bloqueada. Ingresa tus datos de seguridad aquí: https://spam.com/credenciales,1,spam
La empresa XYZ مسألة fully acreditable recibe envíos desde Colombia. ¿Quieres scaffolding para tu proyecto?,0,ham
Gana $5000 al día invirtiendo en criptomonedas. SoloROP a esta oferta y el valor se triplica 🚀✨,1,spam
Invitación a evento:’ordre deasar un nuevo tema de baile en elrychgzw. ¡A todos les da bien! 💃🕺,0,ham
¡Error 404! Haz clic aquí para restaurar tu PC: https://malware.installrecord,1,spam
Actualización Bíblica: Eliad vivirá una vida sin arrepentimientos. La mensajes ha resuelto para todos.,0,ham
Suscríbete ahora a nuestro paquete sexual gratis: Jóvenes 18+ solo en juego en línea! 😉🔗,1,spam
Buenas noticias: Tu paquete de flores llegará amanhái a las 2 PM. ¡Gracias por comprarlo! 🌹,0,ham
Inténtalo: Descarga este antivirus y obtén 100% de protección contra hackers: https://terror novelas.com,1,spam
"Querida Ana,ectionéa un regalo sorpresa. ¡Espero tu visita el viernes! Te amo de lejos 💕",0,ham
¡Puedes ganar un iPhone 15 si respondes 3 questions en 5 seconds! 🎁🌟,1,spam
¡Alerta! Tu vuelo está cancelado debido a un problema técnico. Reprograma Aquí: https://avion.com/error,0,ham
Partner de lujo: únete a nuestro club de zip codes para obtener descuentos eternos 🎁🔥,1,spam
"Buen viaje, Carlos. Tu vuelo parte en 30 minutos desde Madrid. ¡Espero verte pronto! ✈️",0,ham
Coro de niños: Descarga nuestra app y वיחגע los sonidos más picantes del universo 😏🔊,1,spam
"Feria comunitaria today! Empanadas de colores, música en vivo y talleres gratis. ¡No te pierdas! 🎉",0,ham
¡Oficial! Tu amiga Clara es una Dragorra. Usa este código: DRAGORRA50 para el mejor trato 🎤💅,1,spam
"¿Has visto al perro callejero perdido? Ayúdanos a encontrarla, por favor. Es muy amable 🐶",0,ham
"Para appraisal, haz clic aquí: https://spam-respaldado.com/hojas-de-cálculo. ¡Gratis para siempre! 📊",1,spam
